db_id,entry_id,example_group,lang,num,text,tr_ru,tr_en
example_d2694e96,entry_Balsæg,exampleGrp_d2694e75,,,"(Batyraʒ) Balsægæn jæ calx appærsta, jæxī jyn rakodta wælmærdmæ æmæ jæ nyffældysta Soslanæn","(Батрадз) выбросил колесо Балсага, а его самого повел на кладбище и посвятил (мертвому) Сослану","(Batyraʒ) threw away Balsæg's wheel, and guided him to the graveyard and devoted to (dead) Soslan"
example_d2694e115,entry_Balsæg,exampleGrp_d2694e75,,,X˳ycaw bacydi Barsægmæ; ūmæn wydī cæwgæ æmæ zilgæ calx,Бог пошел к Барсагу; у того было движущееся и вертящееся колесо,"God went to Barsæg, that one had moving and spinning wheel"
example_d2694e134,entry_Balsæg,exampleGrp_d2694e75,os-x-digor,,æz ba dæn… wælarvon Marsugi kizgæ,я — дочь небесного Марсуга,I am celestial Marsug's daghter
example_d2696e732,entry_daryn,exampleGrp_d2696e730,,,dæ kʼūxy cy darys?,что ты держишь в руке?,what are you keeping in hand?
example_d2696e747,entry_daryn,exampleGrp_d2696e730,,,Zældajy axæstony ærtæ mæjy fædardtoj,Залду продержали в тюрьме три месяца,Zalda was held in prison for three months
example_d2696e766,entry_daryn,exampleGrp_d2696e730,,,bynæj jæm dardtoj nymæt,снизу ей держали (наготове) бурку,downstairs a burka was prepared for her
example_d2696e785,entry_daryn,exampleGrp_d2696e730,,,rūʒyngæj jæ sær radardta,он высунул голову из окна,he stuck his head out the window
example_d2696e803,entry_daryn,exampleGrp_d2696e801,,,xæxbæsty lystæg fos bīræ darync,в горах много разводят мелкого скота,a lot of small cattle is kept in the mountains
example_d2696e818,entry_daryn,exampleGrp_d2696e801,,,ḱī ma mæ darʒæn?,кто меня будет еще содержать?,who else will support me?
example_d2696e833,entry_daryn,exampleGrp_d2696e801,,,adæmæn zæxx ū sæ daræg,земля — кормилица людей,the ground feeds people
example_d2696e852,entry_daryn,exampleGrp_d2696e801,,,"zyldī bæxtæm aftæ, cyma jæxī sty…, cyma jæ daræg, jæ ūromæg","он ухаживал за лошадьми так, как будто они — его собственные, как будто они его кормильцы, его опора","he looked after the horses as if they were his own, as if they were his breadwinners, his support"
example_d2696e871,entry_daryn,exampleGrp_d2696e801,,,isk˳y kæd yswis mæ daræg,"авось, ты станешь когда-нибудь моим кормильцем",maybe you will someday become my breadwinner
example_d2696e893,entry_daryn,exampleGrp_d2696e891,,,Joann dardta daræs tewajy q˳ynæj,Иоанн носил одежду из верблюжьего волоса,John was clothed with camel's hair
example_d2696e912,entry_daryn,exampleGrp_d2696e891,os-x-digor,,mæ lægbæl saw ku næ daron…,если я не буду носить траур по моему мужу…,if I do not wear mourning for my husband …
example_d2696e937,entry_daryn,exampleGrp_d2696e935,,,æz ʒyllæjæ kʼaddær k˳y darin…,если бы я меньше был в долгу перед народом…,if I had less debts to pay to people…
example_d2696e959,entry_daryn,exampleGrp_d2696e957,,,næ fændag daræm max Styr X˳ycawmæ,мы держим путь к великому Богу,we are on our way to the Great God
example_d2696e978,entry_daryn,exampleGrp_d2696e957,,,wæjgutæ… ʒyrdtyl sæxī darync,великаны занимают себя разговорами,giants occupy themselves with talking
example_d2700e96,entry_ærwagæs_un,exampleGrp_d2700e94,,,næ mi ærwagæs kænuj,я не верю,I don’t beleive
example_d2700e115,entry_ærwagæs_un,exampleGrp_d2700e94,,,ba-di-ʼrwagæs wæd!,поверь!,believe!
example_d2700e134,entry_ærwagæs_un,exampleGrp_d2700e94,,,osæj dær ba ʼragæs æj,женщина поверила,a woman believed
example_d2700e153,entry_ærwagæs_un,exampleGrp_d2700e94,,,kæmi mi barwagæs adtæjdæ!,где мне было поверить!,how was I supposed to believe!
example_d2700e172,entry_ærwagæs_un,exampleGrp_d2700e94,,,"kænæd di ærwagæs, kænʒænæj dæmæ eris","будь уверена, она будет с тобой спорить","be sure, she will argue with you"
example_d2704e104,entry_ommen,exampleGrp_d2704e102,,,"X˳ycaw, de skond adæm stæm, æmæ nyn dæ xorzæx, dæ arfæjæ baxaj kæn! — Ommen, X˳ycaw!","Боже, мы — созданные тобой люди, и удели нам твою милость, твое благословение! — Аминь, Боже!","God, we are people created by you, and grant us your mercy, your blessing! — Amen, God!"
example_d2710e99,entry_dada,exampleGrp_d2710e97,,,"dada systad, ænqæl dæn","отец, кажется, встал",the father seems to have waken up
example_d2710e118,entry_dada,exampleGrp_d2710e97,os-x-digor,,"næ dæbæl awærdun, dada","я тебя не щажу, дедушка","I don't spare you, grandpa"
example_d2711e140,entry_migænæn,exampleGrp_d2711e138,,,"k˳yrdy migænæntæ: k˳ync, ʒæbūg, arkʼaw, qæsdaræg","орудия кузнеца: кузнечный мех, молот, клещи, наковальня","a blacksmith’s instruments: bellows, hammer, tongs, anvil"
example_d2711e160,entry_migænæn,exampleGrp_d2711e138,,,(acy nwazæn ḱī anaza) ūmæn jæ nozt X˳ycawy xælar wæt æmæ jæ migænæn ta jyn mænæj lævargond,"(кто выпьет этот кубок), тому напиток пусть будет на здоровье, а сосуд — от меня подарок","(who drinks this cup), may the drink be to his health, and the vessel, a gift from me!"
example_d2713e94,entry_gogyz,exampleGrp_d2713e92,,,gogyztæ davynmæ swang Ærǵynarægmæ īw ū sæ aændag (rūvas æmæ zyǧarægæn),"чтобы красть индеек, у них (лисы и барсука) один путь вплоть до теснины Арг",they (the fox and the badger) have one way down to the Arg gorge to steal turkeys
example_d2714e109,entry_gæzæmæ,exampleGrp_d2714e107,,,jæ særyl ma gæzæmæ q˳yntæ bazzad,на голове его остались редкие волосы,sparse hair remained on his head
example_d2718e103,entry_īvtong,exampleGrp_d2718e101,,,"īvtong xyzynæj, læʒægæj, ærkʼītæj…","снабженный сумой, палкой, чувяками…","equipped with a bag, a stick and chuvyaks (footwear made from soft leather without heels)"
example_d2718e122,entry_īvtong,exampleGrp_d2718e101,os-x-digor,,evtong læqwæn-læg,исправный (хорошо одетый) молодой человек,a good (well-dressed) young man
example_d2718e144,entry_īvtong,exampleGrp_d2718e101,os-x-digor,,næ ʒuburtæ ‘ncæ ræstevtong,наши сохи в полной исправности,our ploughs are in goord order
example_d2718e166,entry_īvtong,exampleGrp_d2718e101,os-x-digor,,"ǧæwama alli bæx, alli galæn dær æ rævʒæ evtongæj læwwa kusti ræstægmæ","нужно, чтобы у каждой лошади, у каждого быка упряжь была наготове к моменту работы","every horse, every bull needs a harness ready at the time of work"
example_d2720e94,entry_būd,exampleGrp_d2720e92,,,"būd dæ sūʒinag, sækær dæ xærinæg, dæ arm æxsad, dæ kom ænqævzt","ладан тебе для воскурения, сахар тебе в пищу, твоя рука (да будет) омытой, твой рот ополощенным","here is incense for you to burn, sugar for your as food, (may) your hand be washed, may your mouth be rinsed"
example_d2720e115,entry_būd,exampleGrp_d2720e92,os-x-digor,,"bodæ ciraǧæn kæmi soʒuncæ, omi dæ badæn fæwwæd","где жгут ладан вместо свечей, там да будет твое пребывание","where the incense is burnt intead of canldes, may that place be your residense"
example_d2721e88,entry_æncʼylyn,exampleGrp_d2721e86,,,mæ kʼaba nyncʼyldtæ īs,мое платье смялось,my dress is wrinkled up
example_d2721e103,entry_æncʼylyn,exampleGrp_d2721e86,os-x-digor,,æ fur tæssæj ænæzmælgæ sird nincʼuldæj xunkʼi arf,"от страха, не шевелясь, съежился в берлоге зверь",a beast cowered (“wrinkled up”) from fear in its lair
example_d2722e93,entry_ærǧæw,exampleGrp_d2722e91,,,"axæm xæʒarmæ bacyd æmæ jæ kʼūltæ — ærǧæw, jæ byn-—cʼæx avg","в такой дом он пришел, что стены его — перламутр, пол — синее стекло",he came in such a house that its walls are made of nacre and its floor is made of blue glass
example_d2722e112,entry_ærǧæw,exampleGrp_d2722e91,,,"bynæj avg, jæ færstæ ærǧæw","снизу стекло, бока — перламутр","there is glass below, sides are nacre"
example_d2722e131,entry_ærǧæw,exampleGrp_d2722e91,,,Donbettyr ta festadis ærǧæwon cæxær kæsag,Донбетр же обратился в перламутровую (?) сверкающую рыбу,Donbettyr turned into a nacre (?) shining fish
example_d2722e150,entry_ærǧæw,exampleGrp_d2722e91,,,stʼalyty ærǧæwsær mæj xyzta,перламутроголовая (?) луна пасла звезды,a nacre-head (?) moon was herding stars
example_d2724e171,entry_læqwæn,exampleGrp_d2724e169,,,Narti læqwæntæn sæ xwærzxast bæxtæ æ razmæ ǧazgæj fægoban uncæ,у нартовских юношей холеные кони в джигитовке перед ней падают без сил,the well-kept horses of the Nart boys fall exhausted in front of her when doing tricks
example_d2724e197,entry_læqwæn,exampleGrp_d2724e169,,,"wæ, ʒæbæx læqwæn, dæ nijjerægæn æ fændæwagæ ku fæccarisæ","о, славный юноша, твоя мать пусть нарадуется на твою жизнь","o illustrous youth, let your mother be happy for your life"
example_d2724e223,entry_læqwæn,exampleGrp_d2724e169,,,Mæxæmæt adtæj ionggin læqwæn,Махамат был коренастый юноша,Makhamat was a stocky young man
example_d2724e246,entry_læqwæn,exampleGrp_d2724e169,,,ew læqwænmæ niqqærttæncæ,они на­брели на одного юношу,they came across one lad
example_d2724e272,entry_læqwæn,exampleGrp_d2724e169,,,…wæd fæwwinæ læqwændær,…тогда бы я помолодел,…then I would become younger
example_d2724e296,entry_læqwæn,exampleGrp_d2724e169,,,"læqwæn dogi — cudæj mæbæl, ævæʒi, fonʒ æma insæj anzi — æz adtæn læskʒæræni ew ǧazdug æssonmæ","в молодые годы — было мне, вероятно, двадцать пять лет — я был пастухом у одного богатого балкарца",in my younger years — I was probably twenty-five — I was a herdsman at one rich Balkar man’s
example_d2724e319,entry_læqwæn,exampleGrp_d2724e169,,,ragi fæxxattæj mæ læqwæn zærdæ mæ xæznaj caǧdæj,давно отвернулось мое юное сердце от игры на моем сокровище (свирели),my young heart has turned away a long time ago from playing on my treasure (reed-pipe)
example_d2724e345,entry_læqwæn,exampleGrp_d2724e169,,,"sæ læqwæni kud adtæncæ, otæ festadæncæ","они (снова) стали такими, как были в молодости",they (again) became such as they were in their youth
example_d2724e371,entry_læqwæn,exampleGrp_d2724e169,,,adtæj ew xwarz ænætæreǧæd læg æma in læqwæn rajgurdæj,"был один хороший безгрешный человек, и у него родился сын","there once was one good sinless man, and a son was born to him"
example_d2724e394,entry_læqwæn,exampleGrp_d2724e169,,,mænæn dær dæw xuzæn læqwæn adtæj,"у меня был сын, похожий на тебя",I had a son that looked like you
